job_url,source_field_name,field_count,job_title_raw,job_title_clean,company_name_raw,company_url,salary_raw,salary_min,salary_max,salary_type,location_raw,location_normalized,working_addresses_raw,working_addresses_clean,working_times_raw,working_times_clean,experience_raw,experience_min_years,experience_max_years,experience_type,job_level_raw,education_level_raw,employment_type_raw,deadline_raw,company_scale_raw,company_address_raw,company_description_raw,description_raw,description_clean,requirements_raw,requirements_clean,benefits_raw,benefits_clean,skills_normalized,skills_normalized_str,job_text
https://www.topcv.vn/brand/beeogisticscorporation/tuyen-dung/junior-fpa-analyst-ho-chi-minh-j1851113.html,Data Analyst,1,Junior FP&A Analyst - Hồ Chí Minh,junior fp&a analyst - hồ chí minh,Bee Logistics Corporation,https://www.topcv.vn/brand/beeogisticscorporation?id=2450,12 - 20 triệu,12000000.0,20000000.0,range,Hồ Chí Minh,ho chi minh,"(đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu)
- Hồ Chí Minh: TTC 253 Hoàng Văn Thụ, Phường Tân Sơn Hòa (quận Tân Bình cũ)","- hồ chí minh: ttc 253 hoàng văn thụ, phường tân sơn hòa","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) Thứ 7 (từ 08:00 đến 12:00) Nghỉ 2 buổi sáng Thứ 7/tháng
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 7 (từ 08:00 đến 12:00)
Nghỉ 2 buổi sáng Thứ 7/tháng",thứ 2 - thứ 6 (từ 08:00 đến 17:30) thứ 7 (từ 08:00 đến 12:00) nghỉ 2 buổi sáng thứ 7/tháng thứ 2 - thứ 6 (từ 08:00 đến 17:30) thứ 7 (từ 08:00 đến 12:00) nghỉ 2 buổi sáng thứ 7/tháng,2 năm,2,2.0,fixed,Nhân viên,Đại Học trở lên,Toàn thời gian,27/03/2026,500-1000,"Addr: 11th Floor, TTC Tower, 253 Hoang Van Thu, Ward 2, Tan Binh District, Ho Chi Minh City, Viet Nam Addr: 10th Floor, 789 Tower, 147 Hoang Quoc Viet, Nghia Do Ward, Cau Giay District, Hanoi City, Viet Nam. Addr: BEE Bldg, 175-176 Binh Kieu II Zone, Dong Hai Ward, Hai An District, Hai Phong City, Viet Nam Addr: 4th Floor, Viettel Building, 442 Hung Vuong Street, Mai Pha Village, Lang Son City, Lang Son Province, Viet NamAddr: 4th Floor, 68 Ly Thai To Str, Ninh Xa Ward, Bac Ninh City, Bac Ninh Province, Vietnam.","Xuất phát với ước mơ xây dựng một doanh nghiệp Việt, có thể cung cấp, phát triển dịch vụ logistics toàn cầu, tin cậy dựa trên chất lượng dịch vụ, con người và công nghệ, cùng niềm đam mê với nghề logistics, những nhà sáng lập đã quy tụ và cùng khởi đầu ước mơ giản dị, xây dựng một công ty logistics chuyên nghiệp, tin cậy, khác biệt, chất lượng, tận tâm, có trách nhiệm với khách hàng. Bee Logistics đã được ra đời vào ngày 01 tháng 10 năm 2004 với 3 nhân viên đầu tiên tại văn phòng thành phố Hồ Chí Minh. Trải qua hơn 17 năm phát triển và trưởng thành, Bee Logistics đã có sự phát triển vượt bậc với lực lượng nhân sự trên toàn hệ thống là hơn 900 người với các văn phòng tại Việt Nam (35 văn phòng), Cambodia, Myanmar và các công ty liên doanh liên kết, văn phòng đại diện tại Thái Lan, Ấn Độ, Đài Loan, Hàn Quốc, Trung Quốc, Malaysia ....và hệ thống đối tác chiến lược trên toàn cầu.","– Overseeing all financial planning, reporting & analysis for the Bee office. – Track management reports focusing on Budget/Estimate/Actuals to ensure those are delivered on time and with high-quality financial information. – Responsible for monthly/quarterly/yearly reports on Operations Cost Management. – Developing, implementing, and monitoring a control framework focusing on Accounting & Finance. – Be part of Policies & procedures Revision & development over internal control system, focusing on Accounting & Finance to ensure consistency and compliance with Company/Group regulations & policies. – Facilitate Accounting, Finance, and Other related functions to monitor and implement new policies, procedures, and internal control processes. – Make recommendations for the improvement & optimization of the efficiency of operation based on the results of financial control testing. – Prepare regular and ad-hoc reports on financial control reports to the Company/Group Management Board. – Monitoring compliance with Group Accounting manuals, VAS, and IFRS. – Participate in finance-related projects of the Company.","– overseeing all financial planning, reporting & analysis for the bee office. – track management reports focusing on budget/estimate/actuals to ensure those are delivered on time and with high-quality financial information. – responsible for monthly/quarterly/yearly reports on operations cost management. – developing, implementing, and monitoring a control framework focusing on accounting & finance. – be part of policies & procedures revision & development over internal control system, focusing on accounting & finance to ensure consistency and compliance with company/group regulations & policies. – facilitate accounting, finance, and other related functions to monitor and implement new policies, procedures, and internal control processes. – make recommendations for the improvement & optimization of the efficiency of operation based on the results of financial control testing. – prepare regular and ad-hoc reports on financial control reports to the company/group management board. – monitoring compliance with group accounting manuals, vas, and ifrs. – participate in finance-related projects of the company.","– At least 2 year’ experience in fthe inance/accounting area within big/complex organizations and/or audit services in reputable finance consulting firms. – Bachelor's degree in Finance/Accounting, similar and above. – Holding Professional Qualifications like ACCA, CPA, ICAEW... is an advantage. – Experience in the automotive/vehicle/OEM manufacturing business environment is an advantage. – Interpretation and analysis skills, diligence, and honesty in communication. – Ability to manage stress and work in a professional environment, including resilience, accountability and commitment to deadlines.","– at least 2 year’ experience in fthe inance/accounting area within big/complex organizations and/or audit services in reputable finance consulting firms. – bachelor's degree in finance/accounting, similar and above. – holding professional qualifications like acca, cpa, icaew... is an advantage. – experience in the automotive/vehicle/oem manufacturing business environment is an advantage. – interpretation and analysis skills, diligence, and honesty in communication. – ability to manage stress and work in a professional environment, including resilience, accountability and commitment to deadlines.","– Competitive salary according to personal experience and ability – Lunch allowance, phone allowance – Salary increase and annual bonus on holidays (2/9, 1/5, Mid-Autumn Festival, 1/6, New Year, Lunar New Year (1–6 months of salary). – 12 annual leave, birthday leave – Team building – Healthcare insurance for employees, annual health check-up, family days, year-end party and many training opportunities","– competitive salary according to personal experience and ability – lunch allowance, phone allowance – salary increase and annual bonus on holidays (2/9, 1/5, mid-autumn festival, 1/6, new year, lunar new year (1–6 months of salary). – 12 annual leave, birthday leave – team building – healthcare insurance for employees, annual health check-up, family days, year-end party and many training opportunities",[],,"[title] junior fp&a analyst - hồ chí minh [requirements] – at least 2 year’ experience in fthe inance/accounting area within big/complex organizations and/or audit services in reputable finance consulting firms. – bachelor's degree in finance/accounting, similar and above. – holding professional qualifications like acca, cpa, icaew... is an advantage. – experience in the automotive/vehicle/oem manufacturing business environment is an advantage. – interpretation and analysis skills, diligence, and honesty in communication. – ability to manage stress and work in a professional environment, including resilience, accountability and commitment to deadlines. [description] – overseeing all financial planning, reporting & analysis for the bee office. – track management reports focusing on budget/estimate/actuals to ensure those are delivered on time and with high-quality financial information. – responsible for monthly/quarterly/yearly reports on operations cost management. – developing, implementing, and monitoring a control framework focusing on accounting & finance. – be part of policies & procedures revision & development over internal control system, focusing on accounting & finance to ensure consistency and compliance with company/group regulations & policies. – facilitate accounting, finance, and other related functions to monitor and implement new policies, procedures, and internal control processes. – make recommendations for the improvement & optimization of the efficiency of operation based on the results of financial control testing. – prepare regular and ad-hoc reports on financial control reports to the company/group management board. – monitoring compliance with group accounting manuals, vas, and ifrs. – participate in finance-related projects of the company."
https://www.topcv.vn/brand/educa/tuyen-dung/data-governance-specialist-j2055051.html,Data Analyst,1,Data Governance Specialist,data governance specialist,EDUPIA,https://www.topcv.vn/brand/educa?id=17270,20 - 30 triệu,20000000.0,30000000.0,range,Hà Nội,ha noi,"(đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu)
- Hà Nội: Tầng 2-3-5-6 Tòa Comatce, 61 Ngụy Như Kon Tum, Phường Thanh Xuân (quận Thanh Xuân cũ)
Hà Nội:","- hà nội: tầng 2-3-5-6 tòa comatce, 61 ngụy như kon tum, phường thanh xuân hà nội:","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) Thứ 7 (từ 08:00 đến 12:00)
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 7 (từ 08:00 đến 12:00)",thứ 2 - thứ 6 (từ 08:00 đến 17:30) thứ 7 (từ 08:00 đến 12:00) thứ 2 - thứ 6 (từ 08:00 đến 17:30) thứ 7 (từ 08:00 đến 12:00),2 năm,2,2.0,fixed,Nhân viên,Đại Học trở lên,Toàn thời gian,Còn 12 ngày để ứng tuyển,500-1000,"Trụ sở: Tầng 2,3,5,6 - Tòa Vincem Comatce Tower, số 61 Ngụy Như Kon Tum, Thanh Xuân, Hà Nội. Chi nhánh: Tầng 6, Tòa nhà Báo Sinh Viên - Hoa Học Trò, Yên Hòa, Cầu Giấy, Hà Nội","Được thành lập năm 2018, Edupia là Edtech lớn nhất Việt Nam về Tiếng Anh Online cho trẻ em, đồng thời là Top 50 Edtech Nổi bật nhất Đông Nam Á năm 2022 & 2023. Qua nhiều năm phát triển, Edupia đến nay quy tụ gần 900 Nhân tài trên khắp cả nước, nhận được nhiều thành tích & giải thưởng danh giá.
1. Top 50 Thương hiệu vàng ASEAN
2. Top 6 Start up tăng trưởng nhanh nhất Đông Nam Á
3. Sản phẩm chất lượng với hơn 10 triệu người dùng
Hướng tới mục tiêu trở thành Edtech lớn nhất Đông Nam Á vào năm 2028, Edupia chú trọng phát triển đội ngũ nhân sự toàn công ty, con người Edupia chính là vũ khí chiến thắng, hội tụ đầy đủ 06 Giá trị Cốt lõi:
1. Lấy sự tiến bộ của Học sinh là trung tâm
2. Xông pha vì mục tiêu chung
3. Tập trung vào trọng yếu
4. Thấu hiểu để hợp tác hiệu quả
5. Tư duy hệ thống
6. Luôn luôn học hỏi","− Xây dựng, triển khai và duy trì khung Data Governance cho toàn hệ thống dữ liệu của Công ty. − Xây dựng chính sách, tiêu chuẩn, quy định về quản lý dữ liệu (data quality, data profiling, data security, metadata...) và xây dựng các chỉ số đo lường chất lượng dữ liệu. − Tham gia thiết kế mô hình quản trị dữ liệu cho các hệ thống Data Warehouse/ BI. − Hỗ trợ tuân thủ các quy định về an toàn thông tin, bảo mật dữ liệu, phân quyền truy cập dữ liệu, đảm bảo luật định (Luật Dữ liệu, Luật Bảo vệ Dữ liệu cá nhân, ...). − Phối hợp với các đơn vị nghiệp vụ, sản phẩm, IT và DE/BI để đảm bảo dữ liệu được quản trị đúng chuẩn và nhất quán. − Tham gia xây dựng tài liệu, hướng dẫn và đào tạo về Data Governance cho các bên liên quan.","− xây dựng, triển khai và duy trì khung data governance cho toàn hệ thống dữ liệu của công ty. − xây dựng chính sách, tiêu chuẩn, quy định về quản lý dữ liệu (data quality, data profiling, data security, metadata...) và xây dựng các chỉ số đo lường chất lượng dữ liệu. − tham gia thiết kế mô hình quản trị dữ liệu cho các hệ thống data warehouse/ bi. − hỗ trợ tuân thủ các quy định về an toàn thông tin, bảo mật dữ liệu, phân quyền truy cập dữ liệu, đảm bảo luật định (luật dữ liệu, luật bảo vệ dữ liệu cá nhân, ...). − phối hợp với các đơn vị nghiệp vụ, sản phẩm, it và de/bi để đảm bảo dữ liệu được quản trị đúng chuẩn và nhất quán. − tham gia xây dựng tài liệu, hướng dẫn và đào tạo về data governance cho các bên liên quan.","− Đã tốt nghiệp ĐH trở lên, ưu tiên các chuyên ngành về Công nghệ thông tin/ Hệ thống thông tin quản lý hoặc các lĩnh vực liên quan và tối thiểu 2 năm kinh nghiệm trong lĩnh vực Data Governance/ Data Management. − Thành thạo kĩ năng SQL, có tư duy triển khai Data Warehouse, ETL, BI là lợi thế. − Có tư duy hệ thống, kỹ năng làm việc với nhiều bên liên quan. − Ưu tiên ứng viên có kinh nghiệm làm việc triển khai các dự án quản trị dữ liệu, thiết kế hạ tầng dữ liệu và phân quyền.","− đã tốt nghiệp đh trở lên, ưu tiên các chuyên ngành về công nghệ thông tin/ hệ thống thông tin quản lý hoặc các lĩnh vực liên quan và tối thiểu 2 năm kinh nghiệm trong lĩnh vực data governance/ data management. − thành thạo kĩ năng sql, có tư duy triển khai data warehouse, etl, bi là lợi thế. − có tư duy hệ thống, kỹ năng làm việc với nhiều bên liên quan. − ưu tiên ứng viên có kinh nghiệm làm việc triển khai các dự án quản trị dữ liệu, thiết kế hạ tầng dữ liệu và phân quyền.","Mức lương thỏa thuận theo năng lực. Thử việc hưởng 100% lương trong 2 tháng. Thưởng Lễ/Tết, thưởng hiệu quả làm việc: theo quy định của Công ty. Chính sách đánh giá điều chỉnh lương hàng năm minh bạch, dựa trên năng lực và đóng góp thực tế. Tham gia đầy đủ BHXH, BHYT theo Luật Lao động hiện hành, cùng 12 ngày phép năm và các chế độ nghỉ lễ theo quy định. Được nhận Bộ sản phẩm học tiếng Anh online trọn đời của công ty (trị giá 7.200.000 VNĐ) ngay khi nhận việc. Được làm việc trong văn phòng trẻ trung, không gian mở, khơi nguồn cảm hứng và khuyến khích sáng tạo. Được tham gia nhiều hoạt động gắn kết: Tham gia du lịch nghỉ dưỡng hàng năm tại các điểm đến hấp dẫn, cùng các hoạt động Team Building và gắn kết văn hóa nội bộ được tổ chức thường xuyên.
Mức lương thỏa thuận theo năng lực.
Thử việc hưởng 100% lương trong 2 tháng.
Thưởng Lễ/Tết, thưởng hiệu quả làm việc: theo quy định của Công ty.
Chính sách đánh giá điều chỉnh lương hàng năm minh bạch, dựa trên năng lực và đóng góp thực tế.
Tham gia đầy đủ BHXH, BHYT theo Luật Lao động hiện hành, cùng 12 ngày phép năm và các chế độ nghỉ lễ theo quy định.
Được nhận Bộ sản phẩm học tiếng Anh online trọn đời của công ty (trị giá 7.200.000 VNĐ) ngay khi nhận việc.
Được làm việc trong văn phòng trẻ trung, không gian mở, khơi nguồn cảm hứng và khuyến khích sáng tạo.
Được tham gia nhiều hoạt động gắn kết: Tham gia du lịch nghỉ dưỡng hàng năm tại các điểm đến hấp dẫn, cùng các hoạt động Team Building và gắn kết văn hóa nội bộ được tổ chức thường xuyên.","mức lương thỏa thuận theo năng lực. thử việc hưởng 100% lương trong 2 tháng. thưởng lễ/tết, thưởng hiệu quả làm việc: theo quy định của công ty. chính sách đánh giá điều chỉnh lương hàng năm minh bạch, dựa trên năng lực và đóng góp thực tế. tham gia đầy đủ bhxh, bhyt theo luật lao động hiện hành, cùng 12 ngày phép năm và các chế độ nghỉ lễ theo quy định. được nhận bộ sản phẩm học tiếng anh online trọn đời của công ty (trị giá 7.200.000 vnđ) ngay khi nhận việc. được làm việc trong văn phòng trẻ trung, không gian mở, khơi nguồn cảm hứng và khuyến khích sáng tạo. được tham gia nhiều hoạt động gắn kết: tham gia du lịch nghỉ dưỡng hàng năm tại các điểm đến hấp dẫn, cùng các hoạt động team building và gắn kết văn hóa nội bộ được tổ chức thường xuyên. mức lương thỏa thuận theo năng lực. thử việc hưởng 100% lương trong 2 tháng. thưởng lễ/tết, thưởng hiệu quả làm việc: theo quy định của công ty. chính sách đánh giá điều chỉnh lương hàng năm minh bạch, dựa trên năng lực và đóng góp thực tế. tham gia đầy đủ bhxh, bhyt theo luật lao động hiện hành, cùng 12 ngày phép năm và các chế độ nghỉ lễ theo quy định. được nhận bộ sản phẩm học tiếng anh online trọn đời của công ty (trị giá 7.200.000 vnđ) ngay khi nhận việc. được làm việc trong văn phòng trẻ trung, không gian mở, khơi nguồn cảm hứng và khuyến khích sáng tạo. được tham gia nhiều hoạt động gắn kết: tham gia du lịch nghỉ dưỡng hàng năm tại các điểm đến hấp dẫn, cùng các hoạt động team building và gắn kết văn hóa nội bộ được tổ chức thường xuyên.",['sql'],sql,"[title] data governance specialist [requirements] − đã tốt nghiệp đh trở lên, ưu tiên các chuyên ngành về công nghệ thông tin/ hệ thống thông tin quản lý hoặc các lĩnh vực liên quan và tối thiểu 2 năm kinh nghiệm trong lĩnh vực data governance/ data management. − thành thạo kĩ năng sql, có tư duy triển khai data warehouse, etl, bi là lợi thế. − có tư duy hệ thống, kỹ năng làm việc với nhiều bên liên quan. − ưu tiên ứng viên có kinh nghiệm làm việc triển khai các dự án quản trị dữ liệu, thiết kế hạ tầng dữ liệu và phân quyền. [description] − xây dựng, triển khai và duy trì khung data governance cho toàn hệ thống dữ liệu của công ty. − xây dựng chính sách, tiêu chuẩn, quy định về quản lý dữ liệu (data quality, data profiling, data security, metadata...) và xây dựng các chỉ số đo lường chất lượng dữ liệu. − tham gia thiết kế mô hình quản trị dữ liệu cho các hệ thống data warehouse/ bi. − hỗ trợ tuân thủ các quy định về an toàn thông tin, bảo mật dữ liệu, phân quyền truy cập dữ liệu, đảm bảo luật định (luật dữ liệu, luật bảo vệ dữ liệu cá nhân, ...). − phối hợp với các đơn vị nghiệp vụ, sản phẩm, it và de/bi để đảm bảo dữ liệu được quản trị đúng chuẩn và nhất quán. − tham gia xây dựng tài liệu, hướng dẫn và đào tạo về data governance cho các bên liên quan. [skills] sql"
